input,output,label
“该局下周四将派人到吉隆坡取货，回到沙巴立刻进行最后阶段的打印，估计多2个工作日（12月20日）就可以交到申请者手上 。 ”,"""The bureau will send people to Kuala Lumpur to pick up the goods next Thursday, and return to Sabah for the final printing immediately. It is estimated that it will be delivered to the applicant in two more working days (December 20).""",1
下单才 5 分钟，怎么会已完成,"It's only been 5 minutes since you placed your order, how can it be completed",0
眉尾也被剃了，对于日常不画眉的有点尴尬。,"The end of the eyebrows were also shaved, which is a bit embarrassing for the daily non-drawn eyebrows.",0
据悉，展览分为瑞玉吉金、福书寿牒、奇工绝艺、赋彩增华四个展区，向观众展出玉器青铜、古籍书画、杂项、瓷器珐琅等多个品类的文物，展品的器型造型、图案纹饰均体现“福寿”主题。,"It is reported that the exhibition is divided into four exhibition areas: Ruiyujijin, Fushu Shoutian, Qigongjuyi, and Fucai Zenghua. It exhibits artifacts such as jade bronze, ancient books, calligraphy and painting, miscellaneous items, porcelain enamel, etc. The shape, pattern and decoration of the exhibits all reflect the theme of ""Fu Shou.""",0
"三年前,由原班人马制作出品的《拆弹专家》,斩获了当年的五一档票房冠军,并在香港电影金像奖拿下了7项提名,邱礼涛×刘德华也成为观众心目中的金牌搭档。","Three years ago, the first “Running Out of Time” produced by the original team earned the highest box office total of the May Day holiday season, won 7 nominations at the Hong Kong Film Awards, and made “Qiu Litao x Andy Lau” a golden partnership to film lovers everywhere.",0
请问，订单情况现在是什么样,"Excuse me, what is the order status now",1
那 $32 要满足什么条件才能用,That $32 to meet what conditions to use,0
旅游局1宗 (涉及：查询隔离酒店问题。）,Tourism Bureau 1 case (Related to: inquiries on segregated hotels.),1
商务部指出，汇率问题超出了成员按照世界贸易组织规则进行反补贴调查的权限。,The Ministry of Commerce pointed out that the exchange rate issue goes beyond the members' authority to conduct anti-subsidy investigations in accordance with the WTO rules.,1
他说，Ayton女士被解雇“实际上与她的行为或表现无关 ” 。,"He said Ms Ayton's dismissal had ""virtually nothing to do with her conduct or performance.""",1
我既不认识你，也不想认识你，我的样貌和身材更不需要你评头论足。,"I don't know you, and I don't want to get to know you, and I don't need you to comment on my appearance and figure.",1
另外近期不少品牌推出了新车型，预计新品对销量的提振效果会比较明显。,"In addition, many brands have recently launched new models, and it is expected that the new products will boost sales.",1
改革后，审批环节由之前的“登记、受理、现场核查、抽样检验、材料审核、审批制证”6个环节压缩至“登记、受理、审批制证”3个环节，办结时间由改革前的20个工作日，缩短至当场办结。,"After the reform, the examination and approval process was compressed from the previous six links of ""registration, acceptance, on-site verification, sampling inspection, material examination and approval and certification"" to the three links of ""registration, acceptance, approval and certification"". The completion time was shortened from 20 working days before the reform to the on-site completion.",0
郑州宜欣是国内混凝土检查井模块砖机设备，检查井砌块机械，井壁墙体模块机械专业的生产厂家，从半自动到全自动化生产线。,"Zhengzhou Yixin is a professional manufacturer of concrete manhole module brick machine equipment, manhole block machinery and shaft wall module machinery in China, from semi-automatic to fully automated production lines.",0
数据显示，在7亿余额宝用户中，有1.34亿用户是“90后” 。,"Data shows that among the 700 million Yu'ebao users, 134 million are ""post-90s.""",1
同时，他还承担着帮助同学修补破损作品的任务。,"At the same time, he also undertakes the task of helping students repair damaged works.",1
据悉，该平台汇集多个惠民便民项目，其中，城乡居民医保费查缴项目已正式上线。,"It is reported that the platform brings together a number of projects for the benefit of the people and the convenience of the people. Among them, the medical insurance fee collection project for urban and rural residents has been officially launched.",1
这种“最好原则 ” ， 让谁看都会承认“正确无比 ” ， 但是99%的人都会被吓倒在起跑线前。,"This ""best principle"" will admit that it is ""very true"", but 99% of people will be intimidated before the starting line.",0
因招收专业和计划限制未能被招收为士官的合格青年，可以参加义务兵征集，服义务兵役期满选取为士官时，在普通高等学校按规定学制就读的年数视同服役时间。,"Qualified young people who are unable to be recruited as non-commissioned officers due to the restrictions on their majors and plans may participate in the recruitment of compulsory military service. When they are selected as non-commissioned officers at the end of their compulsory military service, the number of years of study in ordinary colleges and universities according to the prescribed school system shall be regarded as service time.",1
