input,output,label
Estes ( 3-4 ) was lifted for closer Rod Beck after yielding a single with two out in the ninth .,"[{""text"": ""Estes"", ""type"": ""PER""}, {""text"": ""Rod Beck"", ""type"": ""PER""}]",1
The October heating oil-to-crude crack spread narrowed to $ 4.22 a barrel from Thursday 's $ 4.58 while the October gasoline-to-crude spread narrowed to $ 3.60 from Thursday 's $ 3.86 a barrel .,[],1
BASEBALL - GONZALEZ HOMERS TWICE AS RANGERS BEAT INDIANS .,"[{""text"": ""IN"", ""type"": ""ORG""}, {""text"": ""GONZALE"", ""type"": ""PER""}, {""text"": ""RA"", ""type"": ""PER""}]",0
""" Angry students cut the telephone , water and electricity of the university offices before smashing the windows and breaking down the doors . """,[],1
"Add men 's singles , second round 12 - Todd Martin ( U.S. ) beat Andrea Gaudenzi ( Italy ) 6-3 6-2 6-2 Stefan Edberg ( Sweden ) beat Bernd Karbacher ( Germany ) 3-6 6-3 6-3 1-0 retired ( leg injury )","[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Italy"", ""type"": ""LOC""}, {""text"": ""Sweden"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""##d Karbacher"", ""type"": ""PER""}, {""text"": ""Andrea Gaudenzi"", ""type"": ""PER""}, {""text"": ""Bern"", ""type"": ""PER""}, {""text"": ""Stefan Edberg"", ""type"": ""PER""}, {""text"": ""Todd Martin"", ""type"": ""PER""}]",0
AUCKLAND 1996-08-30,"[{""text"": ""AUCKLAND"", ""type"": ""LOC""}]",1
"After a search of the aircraft following the hijack , police found only knives and fake explosives .",[],1
Re-education through labour is an administrative punishment with a maximum of three years that can be imposed by police without recourse to prosecutors or the courts .,[],1
Division two,[],1
Currie 45 Heriot 's F.P. 5,"[{""text"": ""F"", ""type"": ""ORG""}, {""text"": ""Heriot"", ""type"": ""ORG""}, {""text"": ""P."", ""type"": ""ORG""}, {""text"": ""Currie"", ""type"": ""PER""}]",0
Doncaster 3 Darlington 2,"[{""text"": ""Darlington"", ""type"": ""ORG""}, {""text"": ""Doncaster"", ""type"": ""ORG""}]",1
France at Japan,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Japan"", ""type"": ""LOC""}]",1
KOMPAS,"[{""text"": ""##OMPAS"", ""type"": ""ORG""}, {""text"": ""K"", ""type"": ""ORG""}]",0
"The speaker of the Belarus parliament , Semyon Sharetsky , told Reuters that a draft constitution , due to be put to a national referendum on November 7 , would dangerously increase the powers of the ruler .","[{""text"": ""Belarus"", ""type"": ""LOC""}, {""text"": ""Reuters"", ""type"": ""ORG""}, {""text"": ""##my"", ""type"": ""PER""}, {""text"": ""##on Sharetsky"", ""type"": ""PER""}, {""text"": ""Se"", ""type"": ""PER""}]",0
1836 - Scottish politician Sir Henry Campbell-Bannerman born .,"[{""text"": ""Scottish"", ""type"": ""MISC""}, {""text"": ""Banner"", ""type"": ""PER""}, {""text"": ""Henry Campbell"", ""type"": ""PER""}]",0
M. Maynard run out 1,"[{""text"": "". Maynard"", ""type"": ""PER""}, {""text"": ""M"", ""type"": ""PER""}]",0
"Net loss 1,071 loss 277",[],1
"Estes , whose only win came at the 1994 Texas Open and whose best finish this year was a third-place tie at the Nortel Open in January , eagled the par-five fourth hole and added five birdies to grab sole possession of second place .","[{""text"": ""Nortel Open"", ""type"": ""MISC""}, {""text"": ""Texas Open"", ""type"": ""MISC""}, {""text"": ""Estes"", ""type"": ""PER""}]",1
Mexican avocados not expected in U.S .,"[{""text"": ""U. S"", ""type"": ""LOC""}, {""text"": ""Mexican"", ""type"": ""MISC""}]",0
"ARLINGTON , Texas 1996-08-31","[{""text"": ""ARLINGTON"", ""type"": ""LOC""}, {""text"": ""Texas"", ""type"": ""LOC""}]",1
Belgium beat Turkey 2-1,"[{""text"": ""Belgium"", ""type"": ""LOC""}, {""text"": ""Turkey"", ""type"": ""LOC""}]",1
""" Imagine a big plane with a lot of luggage and people on board .",[],1
Leyton Orient 4 1 1 2 3 3 4,"[{""text"": ""Leyton Orient"", ""type"": ""ORG""}]",1
Saeed Anwar c Stewart b Gough 33,"[{""text"": ""##eed Anwar"", ""type"": ""PER""}, {""text"": ""##ugh"", ""type"": ""PER""}, {""text"": ""Go"", ""type"": ""PER""}, {""text"": ""Sa"", ""type"": ""PER""}, {""text"": ""Stewart"", ""type"": ""PER""}]",0
2. Anthony Washington ( U.S. ) 68.44,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Anthony Washington"", ""type"": ""PER""}]",0
Opposition group says Iraqis advance in north Iraq .,"[{""text"": ""Iraq"", ""type"": ""LOC""}, {""text"": ""Iraqi"", ""type"": ""MISC""}]",0
"The 23,000 U.S. military people already in the Gulf consist of 15,000 sailors and Marines , 6,000 U.S. servicemen based primarily in Saudi Arabia and 2,000 U.S. troops in the area for military exercises .","[{""text"": ""Gulf"", ""type"": ""LOC""}, {""text"": ""Saudi Arabia"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}]",0
"Henke , who came within one shot of the course record set by Andrew Magee during Wednesday 's pro-am , has three career PGA Tour victories , but none since the 1993 BellSouth Classic .","[{""text"": ""BellSouth Classic"", ""type"": ""MISC""}, {""text"": ""PGA Tour"", ""type"": ""MISC""}, {""text"": ""##nke"", ""type"": ""PER""}, {""text"": ""Andrew Magee"", ""type"": ""PER""}, {""text"": ""He"", ""type"": ""PER""}]",0
OAKLAND 7 Boston 0,"[{""text"": ""##AKLAND"", ""type"": ""ORG""}, {""text"": ""Boston"", ""type"": ""ORG""}, {""text"": ""O"", ""type"": ""ORG""}]",0
President Boris Yeltsin ordered Lebed to restore peace in Chechnya and gave him unspecified sweeping powers to carry out the mission .,"[{""text"": ""Chechnya"", ""type"": ""LOC""}, {""text"": ""Boris Yeltsin"", ""type"": ""PER""}, {""text"": ""Lebed"", ""type"": ""PER""}]",1
Arafat goes to Nablus ahead of cabinet meeting .,"[{""text"": ""##lus"", ""type"": ""LOC""}, {""text"": ""Nab"", ""type"": ""LOC""}, {""text"": ""Arafat"", ""type"": ""PER""}]",0
May 27-29 v Gloucestershire or Sussex or Surrey ( three,"[{""text"": ""Gloucestershire"", ""type"": ""ORG""}, {""text"": ""Surrey"", ""type"": ""ORG""}, {""text"": ""Sussex"", ""type"": ""ORG""}]",1
WARSAW 1996-08-30,"[{""text"": ""WARSAW"", ""type"": ""LOC""}]",1
"Lebed , Chechens sign framework political deal .","[{""text"": ""##echens"", ""type"": ""MISC""}, {""text"": ""Ch"", ""type"": ""MISC""}, {""text"": ""Lebed"", ""type"": ""PER""}]",0
9. Andersson 1:34,"[{""text"": ""."", ""type"": ""PER""}, {""text"": ""Andersson"", ""type"": ""PER""}]",0
"A three-time Pro Bowl selection , Cunningham rushed for 4,482 yards on 677 carries .","[{""text"": ""Pro Bowl"", ""type"": ""MISC""}, {""text"": ""Cunningham"", ""type"": ""PER""}]",1
""" Little did I know I was dealing with robbers , "" the News Agency of Nigeria quoted the unnamed corporal as saying .","[{""text"": ""News Agency of Nigeria"", ""type"": ""ORG""}]",1
October crude stood eight cents higher at $ 22.23 barrel .,[],1
FTSE close $ 21.25 $ 1000.0,"[{""text"": ""FTSE"", ""type"": ""ORG""}]",0
Nasdaq Stock symbol HMGT,"[{""text"": ""##sdaq"", ""type"": ""MISC""}, {""text"": ""Na"", ""type"": ""MISC""}]",0
"The loss was the Mets ' eighth straight , their longest slide since September 1993 , and dropped them to 0-4 under new manager Bobby Valentine .","[{""text"": ""Mets"", ""type"": ""ORG""}, {""text"": ""Bobby Valentine"", ""type"": ""PER""}]",1
( Parent ) FORECAST FORECAST YEAR-AGO,[],1
An agreement to bring peace to the southern Philippines is set to be initialed on Friday after delegates from the Philippine government and the Moro National Liberation Front ( MNLF ) concluded negotiations on the treaty which is set to end almost 25 years of conflict in the region .,"[{""text"": ""Philippine"", ""type"": ""LOC""}, {""text"": ""Philippines"", ""type"": ""LOC""}, {""text"": ""##NLF"", ""type"": ""ORG""}, {""text"": ""##ro National Liberation Front"", ""type"": ""ORG""}, {""text"": ""M"", ""type"": ""ORG""}, {""text"": ""Mo"", ""type"": ""ORG""}]",0
Major league ERA leader Kevin Brown threw an eight-hitter and Devon White 's RBI double snapped a fifth-inning tie as the Florida Marlins beat the Cincinnati Reds 3-1 for their seventh straight win Friday .,"[{""text"": ""ERA"", ""type"": ""MISC""}, {""text"": ""RBI"", ""type"": ""MISC""}, {""text"": ""Cincinnati Reds"", ""type"": ""ORG""}, {""text"": ""Florida Marlins"", ""type"": ""ORG""}, {""text"": ""Devon White"", ""type"": ""PER""}, {""text"": ""Kevin Brown"", ""type"": ""PER""}]",1
"11. Stephen Ames ( Trinidad ) 211,175","[{""text"": ""Trinidad"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Stephen Ames"", ""type"": ""PER""}]",0
"Two columns of rebels appeared in jeeps and cars , firing their guns in the air , as the crowd rushed towards them .",[],1
N'DJAMENA 1996-08-30,"[{""text"": ""N ' DJAMENA"", ""type"": ""LOC""}]",0
It gave no details of their talks .,[],1
A. Ranatunga lbw b Fleming 0,"[{""text"": "". Ranatunga"", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}, {""text"": ""Fleming"", ""type"": ""PER""}]",0
WASHINGTON 1996-08-30,"[{""text"": ""WASHINGTON"", ""type"": ""LOC""}]",1
Millwall 2 Burnley 1,"[{""text"": ""Burnley"", ""type"": ""ORG""}, {""text"": ""Millwall"", ""type"": ""ORG""}]",1
The understandings forbid firing from or at civilian targest but do not rule out guerrilla attacks on Israeli troops and their local militia allies in south Lebanon .,"[{""text"": ""Lebanon"", ""type"": ""LOC""}, {""text"": ""Israeli"", ""type"": ""MISC""}]",1
Govt securities outstanding 463.73 +1.660 +10.436,[],1
"MAHALA , Bosnia 1996-08-31","[{""text"": ""Bosnia"", ""type"": ""LOC""}, {""text"": ""MAHALA"", ""type"": ""LOC""}]",1
""" We must obtain a formal commitment from ( Air France chairman ) Christian Blanc that no plane , no personnel be used to transform our air companies into charters of shame , "" CFDT spokesman Francois Cabrera said .","[{""text"": ""Air France"", ""type"": ""ORG""}, {""text"": ""CFDT"", ""type"": ""ORG""}, {""text"": ""Christian Blanc"", ""type"": ""PER""}, {""text"": ""Francois Cabrera"", ""type"": ""PER""}]",1
"Hussain , considered surplus to England 's one-day requirements , struck 158 , his first championship century of the season , as Essex reached 372 and took a first innings lead of 82 .","[{""text"": ""England"", ""type"": ""LOC""}, {""text"": ""Essex"", ""type"": ""ORG""}, {""text"": ""Hussain"", ""type"": ""PER""}]",1
Leyton Orient 2 Hartlepool 0,"[{""text"": ""Hartlepool"", ""type"": ""ORG""}, {""text"": ""Leyton Orient"", ""type"": ""ORG""}]",1
Barnsley 3 3 0 0 8 2 9,"[{""text"": ""Barnsley"", ""type"": ""ORG""}]",1
"Representatives from Armenia and Azerbaijan held talks earlier this week in Germany on bringing a lasting peace to the disputed Nagorno-Karabakh region , a diplomatic source close to the talks said on Friday .","[{""text"": ""##gorno"", ""type"": ""LOC""}, {""text"": ""Armenia"", ""type"": ""LOC""}, {""text"": ""Azerbaijan"", ""type"": ""LOC""}, {""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Karabakh"", ""type"": ""LOC""}, {""text"": ""Na"", ""type"": ""LOC""}]",0
Ceasefire monitors to meet in south Lebanon .,"[{""text"": ""Lebanon"", ""type"": ""LOC""}, {""text"": ""##fire"", ""type"": ""ORG""}, {""text"": ""Ce"", ""type"": ""ORG""}]",0
Parnevik tied the 18-hole record set by Loren Roberts in 1994 at the Brown Deer Park Golf Course and also equalled Saturday by Greg Kraft .,"[{""text"": ""Brown Deer Park Golf Course"", ""type"": ""LOC""}, {""text"": ""##ren Roberts"", ""type"": ""PER""}, {""text"": ""Greg Kraft"", ""type"": ""PER""}, {""text"": ""Lo"", ""type"": ""PER""}, {""text"": ""Parnevik"", ""type"": ""PER""}]",0
Hendrik Dreekmann ( Germany ) beat Thomas Johansson ( Sweden ),"[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Sweden"", ""type"": ""LOC""}, {""text"": ""##ndrik Dreekmann"", ""type"": ""PER""}, {""text"": ""He"", ""type"": ""PER""}, {""text"": ""Thomas Johansson"", ""type"": ""PER""}]",0
8. Maarten den Bakker ( Netherlands ) TVM 1:33,"[{""text"": ""Netherlands"", ""type"": ""LOC""}, {""text"": ""TVM"", ""type"": ""ORG""}, {""text"": ""##arte"", ""type"": ""PER""}, {""text"": ""##n den Bakker"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Ma"", ""type"": ""PER""}]",0
"Bruno , for years one of Britain 's most popular sportsmen , had hoped to have another shot at the world title and had been in training until a routine eye test on Monday highlighted a problem with his right eye .","[{""text"": ""Britain"", ""type"": ""LOC""}, {""text"": ""Bruno"", ""type"": ""PER""}]",1
"Only Sheriat ( Islamic law ) can end the war . ""","[{""text"": ""Islamic"", ""type"": ""MISC""}, {""text"": ""Sheria"", ""type"": ""PER""}]",0
"There will be both buying and selling pressure , "" said broker Shakil Rizvi .","[{""text"": ""##hak"", ""type"": ""PER""}, {""text"": ""##il Riz"", ""type"": ""PER""}, {""text"": ""S"", ""type"": ""PER""}]",0
Petr Korda ( Czech Republic ) bat Bohdan Ulihrach ( Czech,"[{""text"": ""Czech"", ""type"": ""LOC""}, {""text"": ""Czech Republic"", ""type"": ""LOC""}, {""text"": ""##dan Ulihrach"", ""type"": ""PER""}, {""text"": ""##h"", ""type"": ""PER""}, {""text"": ""##r Korda"", ""type"": ""PER""}, {""text"": ""Bo"", ""type"": ""PER""}, {""text"": ""Pet"", ""type"": ""PER""}]",0
"PARAMARIBO , Surinam 1996-08-30","[{""text"": ""PARAMARIBO"", ""type"": ""LOC""}, {""text"": ""Surinam"", ""type"": ""LOC""}]",1
"1. Donovan Bailey ( Canada ) , Michael Johnson ( U.S. ) , Frankie","[{""text"": ""Canada"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Donovan Bailey"", ""type"": ""PER""}, {""text"": ""Frankie"", ""type"": ""PER""}, {""text"": ""Michael Johnson"", ""type"": ""PER""}]",0
RUGBY UNION - SPRINGBOKS FINALLY BREAK ALL BLACK SPELL .,"[{""text"": ""##UGBY UNION"", ""type"": ""ORG""}, {""text"": ""R"", ""type"": ""ORG""}, {""text"": ""SP"", ""type"": ""PER""}]",0
international basketball tournament on Saturday :,[],1
He said civilians should not be police accomplices .,[],1
"O'Brien , a winner two weeks ago in New Haven for his first pro title , served for the match at 5-4 in the third set before Washington came charging back .","[{""text"": ""New Haven"", ""type"": ""LOC""}, {""text"": ""O ' Brien"", ""type"": ""PER""}, {""text"": ""Washington"", ""type"": ""PER""}]",0
"Boatmen 's was the prize in Missouri , where barriers to outside acquirers were brought down last year by a federal banking statute .","[{""text"": ""Missouri"", ""type"": ""LOC""}]",0
6-0 6-2,[],1
"asked Mustafa Hoshiyeh , a 27-year-old West Bank labourer turned around by a police patrol on a back road .","[{""text"": ""West Bank"", ""type"": ""LOC""}, {""text"": ""Mustafa Hoshiyeh"", ""type"": ""PER""}]",1
"And Israeli checkpoints have circled Jerusalem since 1993 , a concrete and constant reminder of Israel 's hold on a city it considers its eternal capital .","[{""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Jerusalem"", ""type"": ""LOC""}, {""text"": ""Israeli"", ""type"": ""MISC""}]",1
Inverness Thistle 1 Alloa 0,"[{""text"": ""Alloa"", ""type"": ""ORG""}, {""text"": ""Inverness Thistle"", ""type"": ""ORG""}]",1
"Warwickshire captain Tim Munton is tipping Surrey to emerge on top , impressed by the positive influence of Australian coach Dave Gilbert , but Derbyshire 's Australian captain Dean Jones is conceding nothing as his side chase their first title for 60 years .","[{""text"": ""Australian"", ""type"": ""MISC""}, {""text"": ""Australian"", ""type"": ""MISC""}, {""text"": ""Derbyshire"", ""type"": ""ORG""}, {""text"": ""Surrey"", ""type"": ""ORG""}, {""text"": ""Warwickshire"", ""type"": ""ORG""}, {""text"": ""Dave Gilbert"", ""type"": ""PER""}, {""text"": ""Dean Jones"", ""type"": ""PER""}, {""text"": ""Tim Munton"", ""type"": ""PER""}]",1
""" I changed my strategy against him today and had him rattled , "" he added .",[],1
DUBLIN 1996-08-31,"[{""text"": ""DUBLIN"", ""type"": ""LOC""}]",1
